2016-09-28 20:55:51,769 - mq-monitor-logger - INFO - 2016-09-28 20:55:51的MQ队列情况如下(表名,消息数量(大概多久同步完(s)),消费者数量,进队数量,出队数量):
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_tfr_truck_task_org,1(所需同步时间:1.49s),1,1392936,1516444
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_dlv_delivertask_detail_org,8(所需同步时间:3.08s),1,277058619,277170617
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_tfr_supplycode_log_org,0(所需同步时间:无延迟),1,1345964,1361667
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_tak_pickup_info,1(所需同步时间:1.26s),1,1083466,1085341
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_tak_waybill_changerecord,0(所需同步时间:无延迟),1,51075,51739
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_bse_cus_bargain,0(所需同步时间:无延迟),1,60236,60236
2016-09-28 21:05:52,181 - mq-monitor-logger - INFO - t_tak_waybill_log,3(所需同步时间:3.91s),1,3117870,3276199
2016-09-28 21:05:52,181 - mq-monitor-logger - INFO - t_rut_change_path_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,291 - mq-monitor-logger - INFO - 2016-09-28 21:08:27的MQ队列情况如下(表名,消息数量(大概多久同步完(s)),消费者数量,进队数量,出队数量):
2016-09-28 21:08:27,292 - mq-monitor-logger - INFO - t_tfr_outwardhandover_bill_org,0(所需同步时间:无延迟),1,3282,3346
2016-09-28 21:08:27,292 - mq-monitor-logger - INFO - t_dlv_waybill_signoff_change,0(所需同步时间:无延迟),1,5380,5413
2016-09-28 21:08:27,292 - mq-monitor-logger - INFO - t_tfr_job_business_log,29(所需同步时间:监控刚启动，未计算所需同步时间),1,8253437,8434667
2016-09-28 21:08:27,292 - mq-monitor-logger - INFO - t_tfr_unloadcmd_assign_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,292 - mq-monitor-logger - INFO - t_dlv_diff_org,0(所需同步时间:无延迟),1,1289,1322
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_tfr_truck_task_detail_org,0(所需同步时间:无延迟),1,1539113,1680458
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_bse_customer_degree,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_bse_express_autocomple,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_bse_cus_bargain_app_org,0(所需同步时间:无延迟),1,111473,111473
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_tfr_cargo_sort_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,3573729,3614822
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_dlv_delivertask_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,8233134,9087173
2016-09-28 21:08:27,293 - mq-monitor-logger - INFO - t_tfr_outsourcebill_org,0(所需同步时间:无延迟),1,40299,40460
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_tfr_unloadcmd_assign_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_bse_cus_contact,0(所需同步时间:无延迟),1,4014124,4014124
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_bse_cus_contact_address,0(所需同步时间:无延迟),1,21270,21270
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_dlv_find_lack_goods,0(所需同步时间:无延迟),1,6108,6124
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_bse_par_agencybranch,0(所需同步时间:无延迟),1,29,29
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_tak_pickup_fillintask,1(所需同步时间:监控刚启动，未计算所需同步时间),1,2119576,2121916
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_dictionary_data,0(所需同步时间:无延迟),1,115237,118189
2016-09-28 21:08:27,294 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_loadtask_rel_org,0(所需同步时间:无延迟),1,439411,488303
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_tfr_loader_participation_org,0(所需同步时间:无延迟),1,3676833,4220190
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_dlv_waybill_signoff_result,3(所需同步时间:监控刚启动，未计算所需同步时间),1,1001637,1004246
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_bse_express_part_sales_dept,0(所需同步时间:无延迟),1,1428,1443
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_org_department,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_tfr_job_business,21(所需同步时间:监控刚启动，未计算所需同步时间),1,8628432,8810104
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_tfr_cage_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,295 - mq-monitor-logger - INFO - t_tak_waybill_disusingrecord_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_prc_waybill_charge_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_rut_path_detail,24(所需同步时间:监控刚启动，未计算所需同步时间),1,6931614,6938885
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_bse_org_sales_department,0(所需同步时间:无延迟),1,23913,24711
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_dlv_diff_detail,0(所需同步时间:无延迟),1,6478,6484
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_tfr_stockcleardiffer_report_org,0(所需同步时间:无延迟),1,1205,1309
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_tfr_sortcab_package_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_tfr_tray_binding_task_detail_org,43(所需同步时间:监控刚启动，未计算所需同步时间),1,28685371,31342658
2016-09-28 21:08:27,296 - mq-monitor-logger - INFO - t_tfr_inventory_out_list_org,20(所需同步时间:监控刚启动，未计算所需同步时间),1,6492520,6560956
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tfr_handoverbill_costinfo_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tak_orderinfo,0(所需同步时间:无延迟),1,2512667,2672937
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tfr_supply_log_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tfr_inventory_bill_org,15(所需同步时间:监控刚启动，未计算所需同步时间),1,18028239,18225229
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_bse_express_delivery_regions,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tfr_inventory_in_list_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,6454153,6526437
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tak_waybill_changeitem_list_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,297 - mq-monitor-logger - INFO - t_tak_waybill_mgmtinfo,19(所需同步时间:监控刚启动，未计算所需同步时间),1,5091343,5098990
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tfr_unload_task_org,0(所需同步时间:无延迟),1,839106,967021
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tfr_checktask_detail_org,0(所需同步时间:无延迟),1,2045740,2159005
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tfr_package_detail_org,0(所需同步时间:无延迟),1,941448,961174
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_rut_transport_path_log,0(所需同步时间:无延迟),1,1833,1930
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tfr_load_task_detail_org,3(所需同步时间:监控刚启动，未计算所需同步时间),1,4752865,4881621
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tak_masterslave_relationship,0(所需同步时间:无延迟),1,15574,15574
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_tfr_stockcleartask_detail_org,0(所需同步时间:无延迟),1,7518037,7749983
2016-09-28 21:08:27,298 - mq-monitor-logger - INFO - t_bse_customer,0(所需同步时间:无延迟),1,5384764,5482925
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_tfr_stocktakingdiff_info_org,0(所需同步时间:无延迟),1,219,253
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_tfr_unload_waybill_detail_org,14(所需同步时间:监控刚启动，未计算所需同步时间),1,2974675,3066242
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_tfr_stockclear_operator_org,0(所需同步时间:无延迟),1,9866,10865
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_tfr_tray_binding_task_org,12(所需同步时间:监控刚启动，未计算所需同步时间),1,4589649,4929558
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_tfr_unload_diffcheck_report_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,104779,109652
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_bse_exdual_dept_mapping,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_bse_express_emp_district,0(所需同步时间:无延迟),1,8056,8056
2016-09-28 21:08:27,299 - mq-monitor-logger - INFO - t_rut_line_segment_major,0(所需同步时间:无延迟),1,3246,3296
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_tfr_limitition_term_org,0(所需同步时间:无延迟),1,4,4
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_rut_change_path_event,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_bse_emp_yhed,0(所需同步时间:无延迟),1,8160,8160
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_tfr_inventory_org,15(所需同步时间:监控刚启动，未计算所需同步时间),1,16473450,16644218
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_tfr_stocktask_result_org,0(所需同步时间:无延迟),1,95510,97997
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_prc_waybill_changeinfo,10(所需同步时间:监控刚启动，未计算所需同步时间),1,2496381,2499101
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_tfr_uncage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,300 - mq-monitor-logger - INFO - t_tfr_package_path_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,1305525,1512879
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_bse_express_oubr_plan_detail,0(所需同步时间:无延迟),1,72,72
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_bse_cus_preferential,0(所需同步时间:无延迟),1,113496,113496
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_rut_transport_path,9(所需同步时间:监控刚启动，未计算所需同步时间),1,2580512,2583433
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_prc_waybill_other_charge,0(所需同步时间:无延迟),1,812,992
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_tfr_exchage_record_org,0(所需同步时间:无延迟),1,61532,61772
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_tfr_packagelabel_log_org,0(所需同步时间:无延迟),1,92766,108979
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_bse_res_outsourcetruck,0(所需同步时间:无延迟),1,33564,34275
2016-09-28 21:08:27,301 - mq-monitor-logger - INFO - t_tfr_unload_task_detail_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,226628,246307
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tfr_checktask_org,3(所需同步时间:监控刚启动，未计算所需同步时间),1,609220,706250
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tfr_tray_offline_scan_task_org,0(所需同步时间:无延迟),1,56586,71281
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tfr_load_task_org,2(所需同步时间:监控刚启动，未计算所需同步时间),1,1934540,2196621
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_bse_customer_profession,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_bse_pos_deliverymap,0(所需同步时间:无延迟),1,1097,1097
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tfr_uncage_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tak_waybillrfc_batchchange,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,302 - mq-monitor-logger - INFO - t_tfr_supplycode_task_org,40(所需同步时间:监控刚启动，未计算所需同步时间),1,4440691,4489918
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tfr_stockcleardiffer_report_detail_org,0(所需同步时间:无延迟),1,285137,291429
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tfr_os_waybill_track_org,0(所需同步时间:无延迟),1,524398,524668
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tfr_damagedwaybill_info_org,0(所需同步时间:无延迟),1,307,307
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_bse_pro_masterinfo,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tfr_differ_report_qms_log_org,40(所需同步时间:监控刚启动，未计算所需同步时间),1,6174700,6197356
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tak_return_goods_major,0(所需同步时间:无延迟),1,157680,157686
2016-09-28 21:08:27,303 - mq-monitor-logger - INFO - t_tfr_os_paternity_print_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_tfr_waybill_exchage_rel_org,0(所需同步时间:无延迟),1,61044,61267
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_tfr_meter_bubble_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_dlv_signoff_payment_info,0(所需同步时间:无延迟),1,984388,986965
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_org_employee,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_org,2(所需同步时间:监控刚启动，未计算所需同步时间),1,1611517,1758872
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_trucktaskdetail_rel_org,0(所需同步时间:无延迟),1,618947,677802
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_prc_exception_log,18(所需同步时间:监控刚启动，未计算所需同步时间),1,2635907,2638795
2016-09-28 21:08:27,304 - mq-monitor-logger - INFO - t_tfr_stocktakingdiff_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_bse_bank_district,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_bse_express_outbranch_plan,0(所需同步时间:无延迟),1,46,46
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_bse_express_bigzone,0(所需同步时间:无延迟),1,1186,1186
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_tfr_os_loadtask_detail_org,0(所需同步时间:无延迟),1,53307,53488
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_bse_res_selftruck,0(所需同步时间:无延迟),1,1625,1627
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_dlv_trajectory_record,7(所需同步时间:监控刚启动，未计算所需同步时间),1,9751727,9779994
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_tfr_supplycode_back_org,0(所需同步时间:无延迟),1,5778,5795
2016-09-28 21:08:27,305 - mq-monitor-logger - INFO - t_tfr_traceimport_error_info_org,0(所需同步时间:无延迟),1,14428,14428
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_bse_bill_rules,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tfr_ptploadhandoverbill_org,0(所需同步时间:无延迟),1,21018,23250
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tfr_checkuser_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,353341,411411
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_bse_express_zz_sales_dept,0(所需同步时间:无延迟),1,1609,1609
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tfr_cage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tfr_exception_goods_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tak_waybill_baseinfo,47388(所需同步时间:监控刚启动，未计算所需同步时间),1,2383120,2338393
2016-09-28 21:08:27,306 - mq-monitor-logger - INFO - t_tak_waybill_alternative_relationship,1(所需同步时间:监控刚启动，未计算所需同步时间),1,6409,7262
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_tfr_less_report_org,3(所需同步时间:监控刚启动，未计算所需同步时间),1,724487,731837
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_bse_org_company,0(所需同步时间:无延迟),1,95954,96918
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_tfr_os_loadtask_org,0(所需同步时间:无延迟),1,9750,10635
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_tfr_os_track_optrecord_org,0(所需同步时间:无延迟),1,537,572
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_bse_cus_account,0(所需同步时间:无延迟),1,42532,42532
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_prc_waybill_discount_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:08:27,307 - mq-monitor-logger - INFO - t_tfr_stockclear_task_org,0(所需同步时间:无延迟),1,7315,8262
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_tak_waybill_mgmtinfo_bi,8(所需同步时间:监控刚启动，未计算所需同步时间),1,984343,984335
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_prc_os_charges_info,0(所需同步时间:无延迟),1,21501,21511
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_bse_bank,0(所需同步时间:无延迟),1,28,28
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_bse_cus_address,0(所需同步时间:无延迟),1,17371,17371
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_tfr_express_arrival_org,12(所需同步时间:监控刚启动，未计算所需同步时间),1,2527680,2561631
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_dlv_trf_os_signoff_info,0(所需同步时间:无延迟),1,16351,16377
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_tfr_package_info_org,3(所需同步时间:监控刚启动，未计算所需同步时间),1,2262033,2487088
2016-09-28 21:08:27,308 - mq-monitor-logger - INFO - t_tfr_unload_diffcheck_report_detail_org,4(所需同步时间:监控刚启动，未计算所需同步时间),1,1675159,1694928
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_tfr_truck_task_org,1(所需同步时间:监控刚启动，未计算所需同步时间),1,1393041,1516549
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_dlv_delivertask_detail_org,4(所需同步时间:监控刚启动，未计算所需同步时间),1,277058991,277170993
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_tfr_supplycode_log_org,16(所需同步时间:监控刚启动，未计算所需同步时间),1,1346394,1362081
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_tak_pickup_info,1(所需同步时间:监控刚启动，未计算所需同步时间),1,1083577,1085452
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_tak_waybill_changerecord,0(所需同步时间:无延迟),1,51080,51744
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_bse_cus_bargain,0(所需同步时间:无延迟),1,60236,60236
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_tak_waybill_log,5(所需同步时间:监控刚启动，未计算所需同步时间),1,3118025,3276352
2016-09-28 21:08:27,309 - mq-monitor-logger - INFO - t_rut_change_path_detail,0(所需同步时间:无延迟),1,0,0
